,Season,Sentence,labels
434,Season 1,"Trust me, that's not the worst thing. There was a rider in the night.",disgust
435,Season 1,Daenerys Targaryen has wed some Dothraki horselord. What of it? Should we send her a wedding gift?,neutral
436,Season 1,"A knife perhaps, a good sharp one, and a bold man to wield it.",neutral
437,Season 1,She's little more than a child.,neutral
438,Season 1,Soon enough that child will spread her legs and start breeding.,neutral
439,Season 1,Tell me we're not speaking of this.,neutral
440,Season 1,"Oh, it's unspeakable to you? What her father did to your family... That was unspeakable. What Rhaegar Targaryen did to your sister... the woman I loved. I'll kill every Targaryen I get my hands on.",fear
441,Season 1,"But you can't get your hands on this one, can you?",disgust
442,Season 1,"This Khal Drogo, it's said he has 100,000 men in his horde.",neutral
443,Season 1,"Even a million Dothraki are no threat to the realm, as long as they remain on the other side of the Narrow Sea. They have no ships, Robert.",neutral
444,Season 1,"There are still those in the Seven Kingdoms who call me Usurper. If the Targaryen boy crosses with a Dothraki horde at his back, the scum will join him.",neutral
445,Season 1,"He will not cross. And if by chance he does, we'll throw him back into the sea.",neutral
446,Season 1,"There's a war coming, Ned. I don't know when, I don't know who we'll be fighting, but it's coming.",neutral
447,Season 1,Sit. You'll be fed. Untie them.,neutral
448,Season 1,Rapers. They were given a choice no doubt... Castration or the Wall. Most choose the knife. Not impressed by your new brothers? Lovely thing about the Watch... You discard your old family and get a whole new one.,neutral
449,Season 1,Why do you read so much?,surprise
450,Season 1,Look at me and tell me what you see.,anger
451,Season 1,Is this a trick?,surprise
452,Season 1,"What you see is a dwarf. If I'd been born a peasant they might've left me out in the woods to die. Alas, I was born a Lannister of Casterly Rock. Things are expected of me. My father was the Hand of the King for 20 years.",sadness
453,Season 1,Until your brother killed that King.,anger
454,Season 1,"Yes, until my brother killed him. Life is full of these little ironies. My sister married the new King and my repulsive nephew will be King after him. I must do my part for the honor of my house, wouldn't you agree? But how? Well, my brother has his sword and I have my mind. And a mind needs books like a sword needs a whetstone. That's why I read so much. And you? What's your story, bastard?",disgust
455,Season 1,"Ask me nicely and maybe I'll tell you, dwarf.",neutral
456,Season 1,"A bastard boy with nothing to inherit, off to join the ancient order of the Night's Watch, alongside his valiant brothers-in-arms.",disgust
457,Season 1,The Night's Watch protects the realm from...,neutral
458,Season 1,"Yes yes, against grumpkins and snarks and all the other monsters your wet nurse warned you about. You're a smart boy. You don't believe that nonsense... Everything's better with some wine in the belly.",neutral
459,Season 1,"It's time we reviewed the accounts, my lady. You'll want to know how much this royal visit has cost us.",neutral
460,Season 1,Talk to Poole about it.,neutral
461,Season 1,"Poole went south with Lord Stark, my lady. We need a new steward, and there are several other appointments that require our immediate attention...",neutral
462,Season 1,I don't care about appointments!,anger
463,Season 1,I'll make the appointments. We'll talk about it first thing in the morning.,neutral
464,Season 1,"Very good, my Lord. My Lady.",joy
465,Season 1,When was the last time you left this room?,neutral
466,Season 1,I have to take care of him.,sadness
467,Season 1,"He's not going to die, mother. Maester Luwin says the most dangerous time has passed.",fear
468,Season 1,What if he's wrong? Bran needs me.,fear
469,Season 1,"Rickon needs you. He's six. He doesn't know what's happening. He follows me around all day, clutching my leg, crying...",disgust
470,Season 1,Close the windows! I can't stand it! Please make them stop!,anger
471,Season 1,Fire. You stay here. I'll come back.,neutral
472,Season 1,You're not supposed to be here. No one is supposed to be here. It's a mercy. He's dead already.,disgust
473,Season 1,No!,anger
474,Season 1,Have you ever seen a dragon?,surprise
475,Season 1,"Dragon gone, Khaleesi.",sadness
476,Season 1,Everywhere? Even in the east?,surprise
477,Season 1,No dragon. Brave men kill them. It is known.,anger
478,Season 1,It is known.,neutral
479,Season 1,A trader from Garth told me that dragons come from the moon.,disgust
480,Season 1,The moon?,surprise
481,Season 1,"He told me the moon was an egg, Khaleesi, that once there were two moons in the sky. But one wandered too close to the sun and it cracked from the heat. Out of it poured a thousand thousand dragons and they drank the sun's fire.",neutral
482,Season 1,Moon is no egg. Moon is goddess... wife of sun. It is known.,neutral
483,Season 1,Leave me with her. Why did the trader from Garth tell you these stories?,neutral
484,Season 1,"Men like to talk when they're happy. Before your brother bought me for you, it was my job to make men happy.",joy
485,Season 1,How old were you?,neutral
486,Season 1,I was nine when my mother sold me to the pleasure house.,anger
487,Season 1,Nine?!,surprise
488,Season 1,"I did not touch a man for three years, Khaleesi. First you must learn.",neutral
489,Season 1,Can you teach me how to make the Khal happy?,neutral
490,Season 1,Yes.,neutral
491,Season 1,Will it take three years?,neutral
492,Season 1,No.,neutral
493,Season 1,Welcome.,neutral
494,Season 1,What I am about to tell you must remain between us. I don't think Bran fell from that tower. I think he was thrown.,surprise
495,Season 1,The boy was always sure-footed before.,neutral
496,Season 1,Someone tried to kill him twice. Why? Why murder an innocent child? Unless he saw something he wasn't meant to see.,anger
497,Season 1,"Saw what, my lady?",surprise
498,Season 1,I don't know. But I would stake my life the Lannisters are involved. We already have reason to suspect their loyalty to the crown.,fear
499,Season 1,"Did you notice the dagger the killer used? It's too fine a weapon for such a man. The blade is Valyrian steel, the handle dragonbone. Someone gave it to him.",disgust
500,Season 1,They come into our home and try to murder my brother? If it's war they want...,anger
501,Season 1,"If it comes to that, you know I'll stand behind you.",neutral
502,Season 1,"What, is there going to be a battle in the Godswood? Too easily words of war become acts of war. We don't know the truth yet. Lord Stark must be told of this.",surprise
503,Season 1,I don't trust a raven to carry these words.,neutral
504,Season 1,I'll ride to King's Landing.,joy
505,Season 1,No. There must always be a Stark in Winterfell. I will go myself.,sadness
506,Season 1,"Mother, you can't.",sadness
507,Season 1,I must.,sadness
508,Season 1,I'll send Hal with a squad of guardsmen to escort you.,neutral
509,Season 1,Too large a party attracts unwanted attention. I don't want the Lannisters to know I'm coming.,fear
510,Season 1,Let me accompany you at least. The Kingsroad can be a dangerous place for a woman alone.,fear
511,Season 1,What about Bran?,neutral
512,Season 1,I have prayed to the Seven for more than a month. Bran's life is in their hands now.,neutral
513,Season 1,"No, Khaleesi. You must look in his eyes always. Love comes in at the eyes. It is said that Irogenia of Lys could finish a man with nothing but her eyes.",neutral
514,Season 1,Finish a man?,surprise
515,Season 1,Kings traveled across the world for a night with Irogenia. Magisters sold their palaces. Khals burned her enemies just to have her for a few hours. They say a thousand men proposed to her and she refused them all.,anger
516,Season 1,"Well, she sounds like an interesting woman. I don't think that Drogo will like it with me on top.",neutral
517,Season 1,"You will make him like it, Khaleesi. Men want what they've never had. And the Dothraki take slaves like a hound takes a bitch. Are you a slave, Khaleesi? Then don't make love like a slave. Very good, Khaleesi. Out there he is the mighty Khal, but in this tent, he belongs to you.",anger
518,Season 1,I don't think that this is the Dothraki way.,surprise
519,Season 1,"If he wanted the Dothraki way, why did he marry you?",anger
520,Season 1,No. No. Tonight I would look upon your face.,fear
521,Season 1,"Pardon me, Ser.",neutral
522,Season 1,"Do I frighten you so much, girl? Or is it him there making you shake? He frightens me too. Look at that face.",fear
523,Season 1,"I'm sorry if I offended you, Ser. Why won't he speak to me?",anger
524,Season 1,He hasn't been very talkative these last 20 years. Since the mad King had his tongue ripped out with hot pincers.,neutral
525,Season 1,"He speaks damn well with his sword though. Ser Ilyn Payne, the King's justice. The royal executioner. What is it, sweet lady? Does the hound frighten you? Away with you, dog. You're scaring my lady. I don't like to see you upset. The sun is finally shining. Come walk with me.",fear
526,Season 1,"Stay, Lady. I probably shouldn't have any more. Father only lets us have one cup at feasts.",neutral
527,Season 1,My princess can drink as much as she wants. Don't worry... You're safe with me.,fear
528,Season 1,I'll get you!,joy
529,Season 1,Arya!,surprise
530,Season 1,What are you doing here? Go away.,anger
531,Season 1,"Your sister? And who are you, boy?",surprise
532,Season 1,"Mycah, my Lord.",surprise
533,Season 1,He the butcher's boy.,disgust
534,Season 1,He's my friend.,neutral
535,Season 1,"A butcher's boy who wants to be a Knight, eh? Pick up your sword, butcher's boy. Let's see how good you are.",neutral
536,Season 1,"She asked me to, my Lord. She asked me to.",surprise
537,Season 1,"I'm your prince, not your lord, and I said pick up your sword.",neutral
538,Season 1,"It's not a sword, my prince. It's only a stick.",neutral
539,Season 1,"And you're not a Knight. Only a butcher's boy. That was my lady's sister you were hitting, do you know that?",disgust
540,Season 1,Stop it!,anger
541,Season 1,"Arya, stay out of this.",anger
542,Season 1,I won't hurt him... Much. Filthy little bitch!,anger
543,Season 1,"No no, stop it, stop it, both of you. You're spoiling it. You're spoiling everything!",anger
544,Season 1,"I'll gut you, you little cunt!",anger
545,Season 1,Nymeria!,surprise
546,Season 1,Please don't.,neutral
547,Season 1,"Arya, leave him alone. My prince, my poor prince, look what they did to you. Stay here, I'll go back to the inn and bring help.",anger
548,Season 1,Then go! Don't touch me.,fear
549,Season 1,The wolf's not here. Look down by the stream.,neutral
