Season,Sentence,labels
Season 1,"Yes, until my brother killed him. Life is full of these little ironies. My sister married the new King and my repulsive nephew will be King after him. I must do my part for the honor of my house, wouldn't you agree? But how? Well, my brother has his sword and I have my mind. And a mind needs books like a sword needs a whetstone. That's why I read so much. And you? What's your story, bastard?",disgust
Season 1,"Ask me nicely and maybe I'll tell you, dwarf.",neutral
Season 1,"A bastard boy with nothing to inherit, off to join the ancient order of the Night's Watch, alongside his valiant brothers-in-arms.",disgust
Season 1,The Night's Watch protects the realm from...,neutral
Season 1,"Yes yes, against grumpkins and snarks and all the other monsters your wet nurse warned you about. You're a smart boy. You don't believe that nonsense... Everything's better with some wine in the belly.",neutral
Season 1,"It's time we reviewed the accounts, my lady. You'll want to know how much this royal visit has cost us.",neutral
Season 1,Talk to Poole about it.,neutral
Season 1,"Poole went south with Lord Stark, my lady. We need a new steward, and there are several other appointments that require our immediate attention...",neutral
Season 1,I don't care about appointments!,anger
Season 1,I'll make the appointments. We'll talk about it first thing in the morning.,neutral
Season 1,"Very good, my Lord. My Lady.",joy
Season 1,When was the last time you left this room?,neutral
Season 1,I have to take care of him.,sadness
Season 1,"He's not going to die, mother. Maester Luwin says the most dangerous time has passed.",fear
Season 1,What if he's wrong? Bran needs me.,fear
Season 1,"Rickon needs you. He's six. He doesn't know what's happening. He follows me around all day, clutching my leg, crying...",disgust
Season 1,Close the windows! I can't stand it! Please make them stop!,anger
Season 1,Fire. You stay here. I'll come back.,neutral
Season 1,You're not supposed to be here. No one is supposed to be here. It's a mercy. He's dead already.,disgust
Season 1,No!,anger
Season 1,Have you ever seen a dragon?,surprise
Season 1,"Dragon gone, Khaleesi.",sadness
Season 1,Everywhere? Even in the east?,surprise
Season 1,No dragon. Brave men kill them. It is known.,anger
Season 1,It is known.,neutral
Season 1,A trader from Garth told me that dragons come from the moon.,disgust
Season 1,The moon?,surprise
Season 1,"He told me the moon was an egg, Khaleesi, that once there were two moons in the sky. But one wandered too close to the sun and it cracked from the heat. Out of it poured a thousand thousand dragons and they drank the sun's fire.",neutral
Season 1,Moon is no egg. Moon is goddess... wife of sun. It is known.,neutral
Season 1,Leave me with her. Why did the trader from Garth tell you these stories?,neutral
Season 1,"Men like to talk when they're happy. Before your brother bought me for you, it was my job to make men happy.",joy
Season 1,How old were you?,neutral
Season 1,I was nine when my mother sold me to the pleasure house.,anger
Season 1,Nine?!,surprise
Season 1,"I did not touch a man for three years, Khaleesi. First you must learn.",neutral
Season 1,Can you teach me how to make the Khal happy?,neutral
Season 1,Yes.,neutral
Season 1,Will it take three years?,neutral
Season 1,No.,neutral
Season 1,Welcome.,neutral
Season 1,What I am about to tell you must remain between us. I don't think Bran fell from that tower. I think he was thrown.,surprise
Season 1,The boy was always sure-footed before.,neutral
Season 1,Someone tried to kill him twice. Why? Why murder an innocent child? Unless he saw something he wasn't meant to see.,anger
Season 1,"Saw what, my lady?",surprise
Season 1,I don't know. But I would stake my life the Lannisters are involved. We already have reason to suspect their loyalty to the crown.,fear
Season 1,"Did you notice the dagger the killer used? It's too fine a weapon for such a man. The blade is Valyrian steel, the handle dragonbone. Someone gave it to him.",disgust
Season 1,They come into our home and try to murder my brother? If it's war they want...,anger
Season 1,"If it comes to that, you know I'll stand behind you.",neutral
Season 1,"What, is there going to be a battle in the Godswood? Too easily words of war become acts of war. We don't know the truth yet. Lord Stark must be told of this.",surprise
Season 1,I don't trust a raven to carry these words.,neutral
Season 1,I'll ride to King's Landing.,joy
Season 1,No. There must always be a Stark in Winterfell. I will go myself.,sadness
Season 1,"Mother, you can't.",sadness
Season 1,I must.,sadness
Season 1,I'll send Hal with a squad of guardsmen to escort you.,neutral
Season 1,Too large a party attracts unwanted attention. I don't want the Lannisters to know I'm coming.,fear
Season 1,Let me accompany you at least. The Kingsroad can be a dangerous place for a woman alone.,fear
Season 1,What about Bran?,neutral
Season 1,I have prayed to the Seven for more than a month. Bran's life is in their hands now.,neutral
Season 1,"No, Khaleesi. You must look in his eyes always. Love comes in at the eyes. It is said that Irogenia of Lys could finish a man with nothing but her eyes.",neutral
Season 1,Finish a man?,surprise
Season 1,Kings traveled across the world for a night with Irogenia. Magisters sold their palaces. Khals burned her enemies just to have her for a few hours. They say a thousand men proposed to her and she refused them all.,anger
Season 1,"Well, she sounds like an interesting woman. I don't think that Drogo will like it with me on top.",neutral
Season 1,"You will make him like it, Khaleesi. Men want what they've never had. And the Dothraki take slaves like a hound takes a bitch. Are you a slave, Khaleesi? Then don't make love like a slave. Very good, Khaleesi. Out there he is the mighty Khal, but in this tent, he belongs to you.",anger
Season 1,I don't think that this is the Dothraki way.,surprise
Season 1,"If he wanted the Dothraki way, why did he marry you?",anger
Season 1,No. No. Tonight I would look upon your face.,fear
Season 1,"Pardon me, Ser.",neutral
Season 1,"Do I frighten you so much, girl? Or is it him there making you shake? He frightens me too. Look at that face.",fear
Season 1,"I'm sorry if I offended you, Ser. Why won't he speak to me?",anger
Season 1,He hasn't been very talkative these last 20 years. Since the mad King had his tongue ripped out with hot pincers.,neutral
Season 1,"He speaks damn well with his sword though. Ser Ilyn Payne, the King's justice. The royal executioner. What is it, sweet lady? Does the hound frighten you? Away with you, dog. You're scaring my lady. I don't like to see you upset. The sun is finally shining. Come walk with me.",fear
Season 1,"Stay, Lady. I probably shouldn't have any more. Father only lets us have one cup at feasts.",neutral
Season 1,My princess can drink as much as she wants. Don't worry... You're safe with me.,fear
Season 1,I'll get you!,joy
Season 1,Arya!,surprise
Season 1,What are you doing here? Go away.,anger
Season 1,"Your sister? And who are you, boy?",surprise
Season 1,"Mycah, my Lord.",surprise
Season 1,He the butcher's boy.,disgust
Season 1,He's my friend.,neutral
Season 1,"A butcher's boy who wants to be a Knight, eh? Pick up your sword, butcher's boy. Let's see how good you are.",neutral
Season 1,"She asked me to, my Lord. She asked me to.",surprise
Season 1,"I'm your prince, not your lord, and I said pick up your sword.",neutral
Season 1,"It's not a sword, my prince. It's only a stick.",neutral
Season 1,"And you're not a Knight. Only a butcher's boy. That was my lady's sister you were hitting, do you know that?",disgust
Season 1,Stop it!,anger
Season 1,"Arya, stay out of this.",anger
Season 1,I won't hurt him... Much. Filthy little bitch!,anger
Season 1,"No no, stop it, stop it, both of you. You're spoiling it. You're spoiling everything!",anger
Season 1,"I'll gut you, you little cunt!",anger
Season 1,Nymeria!,surprise
Season 1,Please don't.,neutral
Season 1,"Arya, leave him alone. My prince, my poor prince, look what they did to you. Stay here, I'll go back to the inn and bring help.",anger
Season 1,Then go! Don't touch me.,fear
Season 1,The wolf's not here. Look down by the stream.,neutral
Season 1,You've got to go. They'll kill you for what you did to Joffrey. Go on... run. Go! Leave now!,anger
Season 1,It's a direwolf.,disgust
Season 1,I'll check down here.,neutral
Season 1,I think I heard a noise.,fear
Season 1,Go!,anger
Season 1,My lord! My lord! They found her. She's unharmed.,disgust
Season 1,Where is she?,neutral
Season 1,She's been taken directly before the King.,neutral
Season 1,Who took her?,surprise
Season 1,The Lannisters found her.,disgust
Season 1,"Right, get back.",neutral
Season 1,The Queen ordered them to bring her straight to him.,anger
Season 1,Back! Back to the inn. All back!,joy
Season 1,I'm sorry.,sadness
Season 1,Are you hurt?,sadness
Season 1,No.,neutral
Season 1,It's all right. What is the meaning of this? Why was my daughter not brought to me at once?,neutral
Season 1,How dare you speak to your King in that manner?,anger
Season 1,"Quiet, woman. Sorry, Ned. I never meant to frighten the girl. But we need to get this business done quickly.",sadness
Season 1,Your girl and that butcher's boy attacked my son. That animal of hers nearly tore his arm off.,anger
Season 1,That's not true! She just... Bit him a little. He was hurting Mycah.,disgust
Season 1,Joffrey told us what happened. You and that boy beat him with clubs while you set your wolf on him.,anger
Season 1,That's not what happened!,anger
Season 1,Yes it is! They all attacked me and she threw my sword in the river.,anger
Season 1,Liar!,neutral
Season 1,Shut up!,anger
Season 1,"Enough! He tells me one thing, she tells me another. Seven hells! What am I to make of this? Where's your other daughter, Ned?",anger
Season 1,In bed asleep.,neutral
Season 1,"She's not. Sansa, come here, darling.",neutral
Season 1,"Now, child... Tell me what happened. Tell it all and tell it true. It's a great crime to lie to a King.",anger
Season 1,I don't know. I don't remember. Everything happened so fast. I didn't see.,surprise
Season 1,Liar! Liar liar liar!,anger
Season 1,Stop it! That's enough of that.,anger
Season 1,Liar liar liar!,anger
